Date,Open,High,Low,Close,Adj Close,Volume
2008-12-30,7.3333330154418945,7.3333330154418945,6.9466657638549805,7.046666145324707,6.176945686340332,9727
2008-12-31,7.519999980926514,7.519999980926514,6.933332920074463,7.119999885559082,6.241228103637695,15120
2009-01-02,7.193333148956299,7.613333225250244,6.953332901000977,7.553332805633545,6.621077060699463,64942
2009-01-05,7.733333110809326,8.50666618347168,7.71999979019165,8.073332786560059,7.076897621154785,83932
2009-01-06,8.133333206176758,8.199999809265137,7.613333225250244,7.820000171661377,6.854831695556641,44587
2009-01-07,7.866665840148926,7.866665840148926,7.199999809265137,7.293333053588867,6.393167018890381,19425
2009-01-09,6.699999809265137,7.139999866485596,6.699999809265137,6.906665802001953,6.054224014282227,29655
2009-01-12,6.866665840148926,6.933332920074463,6.706665992736816,6.8866658210754395,6.0366926193237305,16785
2009-01-13,7.313333034515381,7.313333034515381,6.71999979019165,6.78000020980835,5.9431915283203125,5392
2009-01-14,6.853332996368408,7.126666069030762,6.853332996368408,7.059999942779541,6.188634395599365,6667
2009-01-15,7.066666126251221,7.066666126251221,6.866665840148926,6.993332862854004,6.130194664001465,2610
2009-01-16,6.906665802001953,7.106666088104248,6.906665802001953,7.093332767486572,6.217851638793945,9412
2009-01-19,7.113333225250244,7.4466657638549805,6.8333330154418945,7.013332843780518,6.147725582122803,16425
2009-01-20,7.059999942779541,7.099999904632568,6.933332920074463,7.026666164398193,6.1594133377075195,7717
2009-01-21,6.906665802001953,7.0,6.7133331298828125,6.78000020980835,5.9431915283203125,14790
2009-01-22,6.826665878295898,6.920000076293945,6.806665897369385,6.813333034515381,5.972410202026367,10395
2009-01-23,6.853332996368408,6.853332996368408,6.679999828338623,6.693333148956299,5.867221355438232,14182
2009-01-27,6.71999979019165,7.059999942779541,6.699999809265137,6.840000152587891,5.995787143707275,16080
2009-01-28,7.3333330154418945,7.3333330154418945,6.800000190734863,6.920000076293945,6.06591272354126,8910
2009-01-29,7.173333168029785,7.173333168029785,6.906665802001953,6.913332939147949,6.060068130493164,922
2009-01-30,6.800000190734863,7.059999942779541,6.800000190734863,6.913332939147949,6.060068130493164,5167
2009-02-02,6.933332920074463,7.053332805633545,6.906665802001953,6.933332920074463,6.077600002288818,2842
2009-02-03,6.8866658210754395,7.053332805633545,6.866665840148926,7.053332805633545,6.182788848876953,4155
2009-02-04,7.059999942779541,7.159999847412109,7.059999942779541,7.113333225250244,6.235384464263916,6982
2009-02-05,7.0,7.186666011810303,6.866665840148926,7.159999847412109,6.276290416717529,4725
2009-02-06,7.186666011810303,7.186666011810303,7.0,7.179999828338623,6.293822288513184,5032
2009-02-09,7.133333206176758,7.133333206176758,7.033332824707031,7.066666126251221,6.194477081298828,5587
2009-02-10,7.039999961853027,7.293333053588867,6.966666221618652,7.146666049957275,6.2646026611328125,58477
2009-02-11,6.880000114440918,7.25333309173584,6.873332977294922,7.159999847412109,6.276290416717529,13860
2009-02-12,6.940000057220459,7.25333309173584,6.940000057220459,7.053332805633545,6.182788848876953,15337
