Date,Open,High,Low,Close,Adj Close,Volume
2008-12-30,470.75,485.0,467.45001220703125,477.8500061035156,373.2910461425781,503622
2008-12-31,480.0,484.8999938964844,472.0,480.1499938964844,375.08770751953125,240138
2009-01-02,503.8999938964844,503.8999938964844,484.0,493.8999938964844,385.8290710449219,515098
2009-01-05,500.0,510.95001220703125,494.1499938964844,507.54998779296875,396.4923095703125,405755
2009-01-06,508.0,554.7999877929688,504.79998779296875,543.4500122070312,424.536865234375,901936
2009-01-07,548.0,559.9000244140625,497.1499938964844,508.6499938964844,397.35162353515625,1005171
2009-01-09,503.6000061035156,519.7000122070312,491.0,503.75,393.5238342285156,687148
2009-01-12,496.79998779296875,509.0,485.1000061035156,496.1499938964844,387.5867919921875,424135
2009-01-13,490.1000061035156,516.7999877929688,487.0,508.95001220703125,397.5859680175781,498270
2009-01-14,527.0,527.0,508.1000061035156,515.0,402.31219482421875,336548
2009-01-15,505.0,507.0,486.0,502.6499938964844,392.6645202636719,275601
2009-01-16,522.7999877929688,522.7999877929688,492.1000061035156,498.8999938964844,389.73504638671875,410508
2009-01-19,504.25,511.0,497.0,502.3999938964844,392.4691467285156,268021
2009-01-20,498.0,498.45001220703125,482.0,485.3500061035156,379.14996337890625,421246
2009-01-21,473.04998779296875,492.3999938964844,468.1000061035156,477.6499938964844,373.1347961425781,541548
2009-01-22,481.0,493.8999938964844,479.3500061035156,490.0,382.7824401855469,433961
2009-01-23,490.1000061035156,494.8999938964844,471.1499938964844,474.5,370.6740417480469,432005
2009-01-27,475.75,490.0,450.20001220703125,486.8500061035156,380.3217468261719,470221
2009-01-28,488.0,507.79998779296875,487.04998779296875,497.29998779296875,388.4851379394531,394446
2009-01-29,482.25,510.0,482.25,503.95001220703125,393.6800842285156,334307
2009-01-30,499.0,511.45001220703125,490.6000061035156,506.3999938964844,395.5940246582031,235249
2009-02-02,508.0,510.0,486.6000061035156,494.45001220703125,386.2587585449219,251605
2009-02-03,502.04998779296875,525.5,500.1000061035156,518.5999755859375,405.12445068359375,719722
2009-02-04,523.0,534.9500122070312,521.5,531.0499877929688,414.8502197265625,812084
2009-02-05,532.0,543.7999877929688,510.25,532.4000244140625,415.9049072265625,1108149
2009-02-06,540.0,543.0,530.7999877929688,539.5,421.4513854980469,547282
2009-02-09,541.0999755859375,544.9000244140625,532.0999755859375,539.5999755859375,421.5294189453125,443873
2009-02-10,535.0,547.7000122070312,535.0,543.4500122070312,424.536865234375,403177
2009-02-11,525.0,568.0,525.0,557.2999877929688,435.3564453125,742745
2009-02-12,550.0,566.0,541.0,550.4000244140625,429.9662170410156,527639
2009-02-13,557.0,589.0,553.0,579.2000122070312,452.46453857421875,720976
2009-02-16,577.0,578.0,555.0,561.0,438.24688720703125,511041
2009-02-17,559.0,559.0,537.0,542.9500122070312,424.1463317871094,318964
2009-02-18,539.0,565.9000244140625,536.0,561.2000122070312,438.40313720703125,486277
2009-02-19,556.0,571.9500122070312,543.7000122070312,547.25,427.5054931640625,424625
2009-02-20,545.7999877929688,557.9500122070312,535.0999755859375,553.8499755859375,432.66131591796875,563088
2009-02-24,540.0,566.7000122070312,540.0,558.3499755859375,436.17669677734375,764373
2009-02-25,564.0,571.0,542.1500244140625,556.0999755859375,434.4190368652344,690805
2009-02-26,554.0,565.2000122070312,554.0,559.9000244140625,437.38763427734375,785152
2009-02-27,560.0,561.9500122070312,521.5,540.0499877929688,421.88092041015625,1083686
2009-03-02,530.25,535.0,515.5999755859375,524.75,409.9288024902344,605636
2009-03-03,537.7999877929688,539.0,516.9000244140625,530.5499877929688,414.45965576171875,871512
2009-03-04,533.0,551.0,522.7000122070312,539.7999877929688,421.6856384277344,1114671
2009-03-05,548.8499755859375,551.9000244140625,523.5999755859375,528.5499877929688,412.89727783203125,845144
2009-03-06,515.0,533.5,511.04998779296875,530.2000122070312,414.186279296875,823318
2009-03-09,524.9500122070312,528.9500122070312,515.0,519.0499877929688,405.4760437011719,508883
2009-03-12,527.0,543.9500122070312,520.6500244140625,540.9500122070312,422.58404541015625,797689
2009-03-13,544.0,564.2000122070312,544.0,562.4500122070312,439.3795471191406,494551
2009-03-16,562.0,574.0,558.4500122070312,564.3499755859375,440.86383056640625,376303
2009-03-17,566.0,575.0,553.6500244140625,556.5,434.7316589355469,788653
2009-03-18,557.0,567.5,544.1500244140625,548.5,428.4820251464844,401979
2009-03-19,550.0,554.0,539.6500244140625,544.9500122070312,425.7088317871094,533133
2009-03-20,541.0999755859375,551.0,535.5499877929688,543.5999755859375,424.65411376953125,649377
2009-03-23,536.6500244140625,562.4000244140625,536.6500244140625,558.5,436.2939147949219,697749
2009-03-24,541.0999755859375,568.6500244140625,541.0999755859375,549.2000122070312,436.8507080078125,668855
2009-03-25,550.0,573.0,549.0,563.0499877929688,447.8674621582031,1076128
2009-03-26,567.0,582.6500244140625,555.0999755859375,562.0999755859375,447.1117858886719,1427318
2009-03-27,565.0,589.7999877929688,560.0999755859375,581.1500244140625,462.2647399902344,589020
2009-03-30,574.9000244140625,580.3499755859375,562.0,566.2000122070312,450.3729553222656,345413
